"","prod_name","title","reviewer","review","date","ratings","type_of_purchase"
"1861","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","2 to 5yr olds happy using these","Alex","To be fair, we haven't tried any others. (Didn't need to!)","Reviewed in the United Kingdom on 12 April 2022","4.7 out of 5 stars","Verified Purchase"
"1862","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Fantastic product  rarely needs sharpening and gives vibrant colours","sally thomas","Like everything about them and recommend them to parents and teachers","Reviewed in the United Kingdom on 15 April 2022","5.0 out of 5 stars","Verified Purchase"
"1863","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Jumbo chunky pencils","Nelly Belly","Ferby  Triangular chunky are great for pre school children who learning to hold pencils correctly. Using these pencils will impress the teacher by holding the pencil correctly","Reviewed in the United Kingdom on 22 June 2021","5.0 out of 5 stars","Verified Purchase"
"1864","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","It’s a pencil","Lee Williams","It’s simply a chunky pencil and does what it says, nothing special","Reviewed in the United Kingdom on 20 January 2022","5.0 out of 5 stars","Verified Purchase"
"1865","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Great size for little hands","Mrs. L. A. Macdonald","This is ideal for my granddaughter starting school, she’s tried them out and finds the pencils easy to hold….would recommend","Reviewed in the United Kingdom on 9 August 2021","5.0 out of 5 stars","Verified Purchase"
"1866","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Easy Writers","Ivan Slipper","I got these to be able to easily write when super tired. It’s  a chunky old pencil that’s easy to hold, they’re designed for tiny children so adults are more than able to scrawl easily with them. I used them for LARP after sanding off the writing and no-one batted an eyelid.","Reviewed in the United Kingdom on 28 July 2019","5.0 out of 5 stars","Verified Purchase"
"1867","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Brilliant for correcting grip.","T. Horner","These are great! My 4 year old was really struggling with correct pencil grip. As soon as he lifted one of these, he automatically held it correctly and now holds all pencils properly. Thought they were expensive, but they work, so worth it.","Reviewed in the United Kingdom on 5 July 2020","5.0 out of 5 stars","Verified Purchase"
"1868","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","great pencils","gray","I have arthritis in my hands and have had trouble holding usual sized pencils , these are perfect for me","Reviewed in the United Kingdom on 11 July 2021","5.0 out of 5 stars","Verified Purchase"
"1869","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Recommended","Xiomara","Would recommend for a child learning to write. My 4yr old preferred these, picks it up every time given the choice which is half the battle.","Reviewed in the United Kingdom on 19 March 2021","5.0 out of 5 stars","Verified Purchase"
"1870","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Perfect for early writer","Amazon Customer","Perfect for my 3 year old learning to write. Chunky and short","Reviewed in the United Kingdom on 25 May 2020","5.0 out of 5 stars","Verified Purchase"
"1871","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","easier to use","BLUE SKY","much easier to hold & use for small children & older or disabled adults","Reviewed in the United Kingdom on 8 April 2020","4.7 out of 5 stars","Verified Purchase"
"1872","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Great pencils","shirley robey","I bought them for my grandchild but ended up getting another for me!","Reviewed in the United Kingdom on 2 August 2021","4.0 out of 5 stars","Verified Purchase"
"1873","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Five Stars","MorganScorpion","I like the feel of these, and I use them to take notes.I use these myself, even though I am an adult. I have fibromyalgia, which means it can be quite painful using a ""normal"" diameter pencil. It is less painful to use these thicker pencils.","Reviewed in the United Kingdom on 16 June 2018","5.0 out of 5 stars","Verified Purchase"
"1874","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Great for little hands.","Erica @ricci.reads","Purchased for my son to practice his writing exercises. Perfect size for young kids, nice and chunky and not too long.Great quality, I'll be buying the colouring pencils in future.","Reviewed in the United Kingdom on 26 April 2020","5.0 out of 5 stars","Verified Purchase"
"1875","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","My kids love these!","DW2000q","Even my 18-year-old artist loves these. My 6 year old and 10 year old too. They're comfortable with a good grip and they are great for sketching or just writing.","Reviewed in the United Kingdom on 9 June 2020","5.0 out of 5 stars","Verified Purchase"
"1876","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Made a big improvement","Janet hancox","My son is 9 and has been struggling with his writing so I thought I would try these and his writing has improved greatly and more to the point he loves using them.","Reviewed in the United Kingdom on 11 November 2019","5.0 out of 5 stars","Verified Purchase"
"1877","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Great","Stacey","Great for helping kids learn the correct grip technique.","Reviewed in the United Kingdom on 9 March 2021","5.0 out of 5 stars","Verified Purchase"
"1878","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Jumbo pencil","boma","My three year old finds this easy to hold than a regular pencil. And has improved her pencil grip","Reviewed in the United Kingdom on 1 May 2020","5.0 out of 5 stars","Verified Purchase"
"1879","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Best buy for little fingers","laura","Bought for my 4 Yr old as she was struggling with a normal one. These are perfect for her she's even got a better grip with them","Reviewed in the United Kingdom on 9 June 2018","5.0 out of 5 stars","Verified Purchase"
"1880","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Superb pencils","Amazon Customer","Great pencils","Reviewed in the United Kingdom on 9 July 2021","5.0 out of 5 stars","Verified Purchase"
"1881","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Brilliant","lucie","Perfect for little hands! Came quicker then delivery time expected thank you :)","Reviewed in the United Kingdom on 23 April 2020","4.7 out of 5 stars","Verified Purchase"
"1882","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Good product","Amazon Customer","Great for handwriting without tears programme","Reviewed in the United Kingdom on 11 February 2021","5.0 out of 5 stars","Verified Purchase"
"1883","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Great pencils","Reading parent","Just what we need for our younger child to encourage writing. Normal pencils are too thin and long.","Reviewed in the United Kingdom on 30 July 2019","5.0 out of 5 stars","Verified Purchase"
"1884","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Expensive","barry hunt","Hopefully useful","Reviewed in the United Kingdom on 5 November 2020","5.0 out of 5 stars","Verified Purchase"
"1885","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","For kids having trouble writing","Madgehodson","They are brilliant if your child is having trouble holding pencil real value for money","Reviewed in the United Kingdom on 14 January 2020","3.0 out of 5 stars","Verified Purchase"
"1886","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Good pencils","Yaz Kaur","Would like a bigger pack.","Reviewed in the United Kingdom on 10 November 2018","5.0 out of 5 stars","Verified Purchase"
"1887","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Four Stars","nina","Great quality a lot smaller than what you think half the size of a normal pencil","Reviewed in the United Kingdom on 14 January 2017","4.0 out of 5 stars","Verified Purchase"
"1888","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Great","Ikr","Great buy for toddlers","Reviewed in the United Kingdom on 31 January 2021","4.0 out of 5 stars","Verified Purchase"
"1889","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Perfect for little hands","Emma153","Perfect size for little hands. Nice and strong. Remember to buy a big sharpener!","Reviewed in the United Kingdom on 10 November 2019","5.0 out of 5 stars","Verified Purchase"
"1890","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","How do you sharpen them ?","All Fingers and Thumbs","Bought twp packs of these penciils - but come sharpening time - how do you sharpen them ?They are clearly too large for a pencil sharpener >","Reviewed in the United Kingdom on 9 February 2019","5.0 out of 5 stars","Verified Purchase"
"1891","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Ok","gemma crooks","Not as thick as expected but still easier for my son to hold than traditional pencil","Reviewed in the United Kingdom on 29 October 2019","4.7 out of 5 stars","Verified Purchase"
"1892","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Good quality for money","Anita TF","Very good for toddlers and primary schools pupils. Fantastic pencils","Reviewed in the United Kingdom on 22 March 2020","3.0 out of 5 stars","Verified Purchase"
"1893","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Comfortable","Angie","Found them easier to hold than a pencil grip!","Reviewed in the United Kingdom on 6 January 2020","5.0 out of 5 stars","Verified Purchase"
"1894","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Perfect for kids","Amazon Customer","Perfect for little hands, thick, 3sided and shorter than regular pencils makes it easier to use","Reviewed in the United Kingdom on 27 August 2018","5.0 out of 5 stars","Verified Purchase"
"1895","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Very good pens","Lil B","Very good pens. Arrived quick and well packaged.","Reviewed in the United Kingdom on 25 October 2019","5.0 out of 5 stars","Verified Purchase"
"1896","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Four Stars","Suzanne Kerr","Bought to help my Granddaughter write","Reviewed in the United Kingdom on 18 October 2017","5.0 out of 5 stars","Verified Purchase"
"1897","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Just right","Nicola Martin","Perfect chunky pencils for my preschooler.","Reviewed in the United Kingdom on 15 April 2020","4.0 out of 5 stars","Verified Purchase"
"1898","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Excellent","Fred","Great quality and comfortable to hold. Son loves it.","Reviewed in the United Kingdom on 1 December 2018","5.0 out of 5 stars","Verified Purchase"
"1899","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Very expensive for what they are","holly.j","Smaller than expected for the price.","Reviewed in the United Kingdom on 15 March 2018","5.0 out of 5 stars","Verified Purchase"
"1900","Lyra 3 x Ferby Triangular Jumbo Chunky Pencils Pre School Writing Learning Art","Good for little fingers","Arunabha","My child's handwriting is getting better","Reviewed in the United Kingdom on 7 April 2019","3.0 out of 5 stars","Verified Purchase"
"1901","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","lápiz blanco","RAQUEL YUGUERO MArtonez","perfecto para pintar sobre oscuro, buena opacidad","Reviewed in Spain on 7 October 2023","4.6 out of 5 stars","Verified Purchase"
"1902","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Good quality pencils","normansky","I love these pencils","Reviewed in the United Kingdom on 7 April 2023","5.0 out of 5 stars","Verified Purchase"
"1903","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Great dot toddlers","marta.reyna","My daughter love it! She is 3 and it’s so easy ti grip","Reviewed in the United States on 21 October 2023","5.0 out of 5 stars","Verified Purchase"
"1904","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Estoy encantada con estos lapices","Eva Verdu","Lápices de colores de toda la vida, buenos y muy coloridos. Me sorprendió agradablemente que viniera un sacapuntas.","Reviewed in Spain on 19 November 2019","5.0 out of 5 stars","Verified Purchase"
"1905","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Smaller than I thought","Amazon Customer","Look ok but quite small I have yet to use them","Reviewed in the United Kingdom on 4 June 2023","5.0 out of 5 stars","Verified Purchase"
"1906","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Absolutely the best","ah","no other responds to water like the stabilo, took me a yr trying cheaper, etc. this is the 1","Reviewed in the United States on 4 October 2023","4.0 out of 5 stars","Verified Purchase"
"1907","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Kinder lieben die Stifte und durch die Dreikantform lassen sich die Stifte gut greifen","✅ Schatzsucher ✅","### QUALITÄT ###Als Nutzer des STABILO Trio dick Dreikant-Buntstiftsets kann ich nur eine volle Punktzahl von 5 Sternen vergeben. Die Qualität, Verarbeitung und Haltbarkeit sind ausgezeichnet und halten, was sie versprechen. Die 24 verschiedenen Farben sorgen für ausreichend Abwechslung und lassen der Kreativität der Kinder freien Lauf.### DREIKANTFORM ###Die Dreikantform erleichtert den Kindern das Halten und Führen des Stiftes, was besonders für diejenigen hilfreich ist, die gerade das Malen lernen.### ZUSATZ ###Der beiliegende Anspitzer ist sehr praktisch und ermöglicht ein schnelles Nachschärfen, ohne dass die Klinge stumpf wird.### PREIS ###Das Preis- / Leistungsverhältnis ist top, da man für einen angemessenen Preis eine hohe Qualität und eine große Auswahl an Farben erhält. Wir haben das Set bereits mehrfach gekauft, da die Stifte von den Kindern so oft verwendet werden und täglich zum Einsatz kommen.### GERUCHSNEUTRAL ###Ein weiterer Pluspunkt ist, dass der Stift nicht unangenehm riecht und völlig geruchsneutral ist.### VERSAND ###Die Verpackung und der Versand waren einwandfrei, das Set wurde sicher verpackt und schnell geliefert.### FAZIT ###Insgesamt bin ich sehr zufrieden mit dem STABILO Trio dick Dreikant-Buntstiftset und kann es jedem empfehlen, der auf der Suche nach hochwertigen Buntstiften für seine Kinder ist.","Reviewed in Germany on 11 May 2023","5.0 out of 5 stars","Verified Purchase"
"1908","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Facile à prendre en main, belles couleurs, solide","Caro Laly","Parfait pour mon fils de 3 ans","Reviewed in France on 5 October 2023","5.0 out of 5 stars","Verified Purchase"
"1909","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Muy bueno","Daniella","Pintan muy bien. Colores intensos. La forma triangular ayuda al agarre del niño","Reviewed in Spain on 18 April 2024","5.0 out of 5 stars","Verified Purchase"
"1910","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","These pencils are brilliant","A. C. Baker","Both my children from around the age of 1 and a half have been able to master the pencil pinch grip which has taught them from a very early age how to hold pens and pencils correctly.  One of my kids is left handed and she has picked this up with no problems whatsoever.  We still buy these pencils and regularly replace when the old ones are sharpened down to just stubs as they also offer very good coverage, the colors are bright and interesting and they work well on all sorts of paper.","Reviewed in the United Kingdom on 25 September 2018","5.0 out of 5 stars","Verified Purchase"
"1911","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Cheap to buy","Anonymous 2021","Arrived very promptly, will use again","Reviewed in the United Kingdom on 15 January 2024","4.6 out of 5 stars","Verified Purchase"
"1912","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Pequeños y pintan bien","Cliente Amazon","Los necesitaba para llevarlos a todas partes para que los niños puedan pintar.Son cómodos para utilizar. Los colores son vivos cuando pintas.no voy a entrar en un análisis profundo porque no entiendo, pero cumplen perfectamente su cometido y son muy manejables.El envío llegó bien: a tiempo y embalaje correcto.","Reviewed in Spain on 16 January 2017","5.0 out of 5 stars","Verified Purchase"
"1913","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Parfait","Nathanaelle brallet","Parfait","Reviewed in France on 22 November 2023","5.0 out of 5 stars","Verified Purchase"
"1914","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Good value","Bucko","As described a gift so not sure about holding ability","Reviewed in the United Kingdom on 5 December 2023","5.0 out of 5 stars","Verified Purchase"
"1915","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Superiores,... Me encantan","Cliente Amazon","Para mi los mejores para dibibujar y colorear... Suaves... No se rompen puntas... Me encantan","Reviewed in Spain on 24 March 2019","5.0 out of 5 stars","Verified Purchase"
"1916","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Quality pencils","Amazon Customer","Definitely need a pencil case! The box was already falling apart when delivered. That doesn’t make for a very nice presentation for gifting…I know, I know! But I’m fussy about the appearance of my collection and want to easily find the desired pencil! Shipping in something other than a paper envelope might help!","Reviewed in the United States on 15 November 2023","5.0 out of 5 stars","Verified Purchase"
"1917","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Gutes Preis Leistungsverhältnis","KC","Die Lieferung war wie immer schnell und problemlos.Beim Auspacken der Ware war kein unangenehmer Geruch festzustellen. Die Farben sind sehr schön und für kleinere Kinderhände sehr gut geeignet, da sie etwas dicker als übliche Holzmalstifte sind. Zudem sind sie nicht so lang. Die Farben sind kräftig und lassen sich leicht, ohne großen Druck zu Papier bringen. Ideal für kleine Malanfänger. Einen Stern Abzug, da die Spitzen der Stifte schnell abbrechen, sobald sie auf den Boden fallen. Also sollte ein Spitzer beim Malen griffbereit sein. Das stört unsere Kinder jedoch nicht und daher eine klare Kaufempfehlung.","Reviewed in Germany on 20 November 2023","4.0 out of 5 stars","Verified Purchase"
"1918","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","The pencils are very soft","Paul C.","I was hoping to use these at work for marking black fascia or cladding but they are too soft and the tips break off easily. The colour is fine and can be easily seen but doesn't last long on hard materials with a grain or texture","Reviewed in the United Kingdom on 16 September 2022","4.0 out of 5 stars","Verified Purchase"
"1919","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","ottimo prezzo e alta qualità","Ing. Matteo Rollo","ottimo prezzo e alta qualità","Reviewed in Italy on 12 March 2024","4.0 out of 5 stars","Verified Purchase"
"1920","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Good product. I can recommend!","Andrew K.","Good product. I can recommend!","Reviewed in the United Kingdom on 2 June 2023","5.0 out of 5 stars","Verified Purchase"
"1921","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Très bon crayon","electra","Excellent crayon solide résiste à la lumière et peu supporter un lavis pour des illustrations, envoyer dans les temps parfait","Reviewed in France on 3 April 2022","4.6 out of 5 stars","Verified Purchase"
"1922","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","No son realmente tan gruesos","Karumene","Los compré pensando que serían similares a otros lápices que he comprado bajo el título ""grueso"" y no, no existe una diferencia muy grande con los lápices normales, no para lo muchísimo que sube el precio. Además, cortos, si que son.","Reviewed in Spain on 28 December 2018","5.0 out of 5 stars","Verified Purchase"
"1923","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Mini crayons sympa mais","Isabelle darde","Sympa mais il faut que l’enfant de 2 ans appuie pour voir qqe chose : ce n’est pas le but avec des crayons enfants … revoir la constitution de vos mines pour qu’au moins le tracé léger d’un petit se voit sur sa feuille, il en sera d’autant plus fier","Reviewed in France on 8 January 2024","3.0 out of 5 stars","Verified Purchase"
"1924","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Buena calidad a buen precio","Berlin","Son ideales para niños pequeños por su anchura, los recomiendo.","Reviewed in Spain on 16 November 2018","4.0 out of 5 stars","Verified Purchase"
"1925","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","great product","Mr. J. Martin","Good service quick  and as advertised","Reviewed in the United Kingdom on 3 October 2023","5.0 out of 5 stars","Verified Purchase"
"1926","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Resistenti, bei colori","Martina","Matite corte più facili da impugnare per delle manine piccole. Resistenti, bei colori. Consigliate.","Reviewed in Italy on 27 November 2023","5.0 out of 5 stars","Verified Purchase"
"1927","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","The material","Maria G.","Like","Reviewed in the United States on 20 December 2022","4.0 out of 5 stars","Verified Purchase"
"1928","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Excellent quality.","Izzy J","Soft, flowing, the BEST colours out there. Superb quality! Good grip, children and adults love these.","Reviewed in the United Kingdom on 18 December 2020","5.0 out of 5 stars","Verified Purchase"
"1929","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Muy recomendables","Rocíofer","Estás pinturas son estupendas. Son de fácil manejo para manitas pequeñas, no hay que hacer casi fuerza para que pinten y son de colores mi bonitos, luminosos.","Reviewed in Spain on 20 May 2020","5.0 out of 5 stars","Verified Purchase"
"1930","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","STABILO Trio thick - La scelta perfetta per le prime avventure artistiche della mia bimba di 2 anni!","The Doc","Non potrei essere più soddisfatto dell'astuccio STABILO Trio thick da 24 colori che ho acquistato per la mia bimba di 2 anni. Questi pastelli sono stati un vero e proprio successo nelle sue prime avventure artistiche, e non posso che elogiare la loro qualità e versatilità.Fin dal momento in cui ho aperto l'astuccio, ho potuto percepire la cura e l'attenzione nei dettagli che STABILO ha messo in questi pastelli. Il design ergonomico e la forma triangolare sono perfetti per le manine piccole della mia bimba. Ha potuto afferrare i pastelli con facilità e iniziare a sperimentare senza problemi.La gamma di colori è semplicemente sbalorditiva. I colori sono vibranti e luminosi, catturando immediatamente l'attenzione e stimolando la creatività della mia bimba. La varietà di tonalità consente di creare opere d'arte vivaci e fantasiose, anche per una piccola artista in erba.Una delle caratteristiche che ho trovato particolarmente preziose è la resistenza dei pastelli. La punta spessa e robusta resiste bene alle pressioni più energiche, perfetta per un bambino di 2 anni che potrebbe essere un po' troppo entusiasta con la sua creatività. Ho notato che i pastelli sono durevoli e non si rompono facilmente, anche quando vengono applicate forti pressioni.La facilità con cui i pastelli si stendono sulla carta è un altro punto a favore. La morbidezza del tratto consente alla mia bimba di colorare in modo uniforme e senza sforzi e ha reso il suo processo di apprendimento artistico molto più gratificante.Inoltre, ho apprezzato la facilità con cui i colori si lavano dalla pelle e dai vestiti. Questo è un grande vantaggio quando si tratta di materiali artistici per i più piccoli.In conclusione, l'astuccio STABILO Trio thick da 24 colori è stata una scelta eccezionale per introdurre la mia bimba di 2 anni nel mondo dell'arte. La qualità, la varietà di colori e la facilità d'uso lo rendono uno strumento perfetto per stimolare la sua creatività e offrire ore di divertimento. Consiglio vivamente questi pastelli a tutti i genitori in cerca di un'opzione affidabile e di alta qualità per le prime esperienze artistiche dei loro bambini.Se hai trovato la mia recensione utile utilizza il tasto qui sotto.","Reviewed in Italy on 18 August 2023","5.0 out of 5 stars","Verified Purchase"
"1931","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Great pencils for toddlers","Claire Stuart","Just right for my 2 and a half yr old granddaughter, I’m teaching her how to hold and get control.","Reviewed in the United Kingdom on 1 July 2023","4.6 out of 5 stars","Verified Purchase"
"1932","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","topissime","nico","Adepte des coloriages mystères  ai usé beaucoup mon crayon noir donc je me suis diriger vers cette marque est je ne suis pas déçu la couleur noire est parfait et mes coloriages sont magnifiquesjuste une conseil quand vous faites vos coloriages dans le livre mettez une feuille aux pages precedentes  ça evite les mauvaises surprises","Reviewed in France on 8 September 2019","5.0 out of 5 stars","Verified Purchase"
"1933","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Top","Sylas","Crayons de qualité. Épais et court, parfait pour petites mains","Reviewed in France on 3 July 2023","5.0 out of 5 stars","Verified Purchase"
"1934","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Nice!","Amazon Customer","We needed a new fat sharpener for these pencils, but they are strong and the colour is great, so we're happy :)","Reviewed in the United Kingdom on 9 June 2021","5.0 out of 5 stars","Verified Purchase"
"1935","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Endlich gute Stifte für die Schule","Ebina","Auf Empfehlung habe ich diese Buntstifte gekauft für die Schule. Die alten sind beim Anspitzen immer abgebrochen, weil sie innen durch häufiges Herunterfallen einfach schon zu stark gebrochen sind. Seit fast zwei Monaten täglich im Einsatz und funktionieren noch immer prima. Die Farben sind schön intensiv und die Stifte auch sehr ergonomisch.","Reviewed in Germany on 27 March 2024","5.0 out of 5 stars","Verified Purchase"
"1936","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Good for little hands.","Spuddy","Bought to go with other birthday gifts. Nice little set for toddler to play with.","Reviewed in the United Kingdom on 28 July 2022","5.0 out of 5 stars","Verified Purchase"
"1937","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Arrived without the sharpener.","mgmeredith","Are not water soluble and arrived without the sharpener. Just not what I wanted.","Reviewed in the United States on 8 March 2022","5.0 out of 5 stars","Verified Purchase"
"1938","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Gute Stifte","Kathy","Diese Stifte kann ich wirklich nur empfehlen, liegen super in der Hand und haben eine gute Deckkraft. Die Spitze bricht nicht so schnell ab wie bei anderen Stiften. Wird gerne wieder gekauft.","Reviewed in Germany on 12 November 2022","2.0 out of 5 stars","Verified Purchase"
"1939","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Formidable je les recommande","Client d'Amazon","C est la deuxième fois que je l ai prend et je les aime beaucoup très satisfaite ils sont super","Reviewed in France on 25 March 2021","5.0 out of 5 stars","Verified Purchase"
"1940","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","super für 2,5-Jährigen","Büchersuchti","Für meinen 2,5-jährigen Neffen habe ich nach Stiften gesucht, die folgende Kriterien erfüllen sollten: Er muss sie gut in der Hand halten können (es sind seine ersten Buntstifte und er ist noch nicht so geschickt), die Minen dürfen nicht abbrechen (er hat das Verhältnis des richtigen Drucks natürlich noch nicht so gut raus), es sollen alle wichtigen Farben abgedeckt sein und die Stifte sollten eine gute Qualität haben. Erfreulicherweise erfüllen diese Stifte absolut jede meiner Anforderungen. Mein Neffe kommt super damit zurecht und hat großen Spaß daran, sie zu benutzen. Bald sind sie leer - dann werde ich ihm genau diese Stifte wieder kaufen. Absolute Kaufempfehlung!","Reviewed in Germany on 17 February 2024","5.0 out of 5 stars","Verified Purchase"
"1941","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Super","Jessica Laubinger","Die besten Bunt Stifte. Das wichtigste ist das wirklich nicht brechen. Würde ich wieder kaufen.","Reviewed in Germany on 18 March 2024","4.6 out of 5 stars","Verified Purchase"
"1942","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","top produit","lacourte prescilla","super résistant beau format tien bien en main","Reviewed in France on 30 July 2023","5.0 out of 5 stars","Verified Purchase"
"1943","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","Too short, the full length pencils are great","Things Fall Apart","Big fan of the full sized version of these pencils. They always make it into the pencil case when travelling. The short ones become harder to hold after they’ve been sharpened a few times.","Reviewed in the United Kingdom on 21 September 2022","5.0 out of 5 stars","Verified Purchase"
"1944","Triangular Colouring Pencil - STABILO Trio thick short - Pack of 12 - Assorted Colours","colorin colorado","macazores","Pues, eso, lápices de colores pequeños, gorditos y que pintan muy bien. Pero la verdad muy muy caros a mí parecer.","Reviewed in Spain on 3 June 2020","3.0 out of 5 stars","Verified Purchase"
